,ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,status
45056,5135703,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,Private service staff,2.0,10.0,0
45057,5135704,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,Private service staff,2.0,5.0,0
45058,5135705,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,Private service staff,2.0,2.0,0
45059,5135706,M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,57.0,1.0,1,0,0,0,Security staff,2.0,18.0,0
45060,5135707,M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,57.0,1.0,1,0,0,0,Security staff,2.0,18.0,0
45061,5135708,M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,57.0,1.0,1,0,0,0,Security staff,2.0,6.0,0
45068,5135723,M,Y,N,1,360000.0,State servant,Higher education,Married,Office apartment,41.0,8.0,1,0,1,0,Managers,3.0,47.0,1
45069,5135724,M,Y,N,1,360000.0,State servant,Higher education,Married,Office apartment,41.0,8.0,1,0,1,0,Managers,3.0,47.0,1
45070,5135725,F,N,Y,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,39.0,8.0,1,1,1,0,Private service staff,2.0,49.0,1
45071,5135726,F,N,Y,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,39.0,8.0,1,1,1,0,Private service staff,2.0,39.0,1
45072,5135727,F,N,Y,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,39.0,8.0,1,1,1,0,Private service staff,2.0,36.0,1
45073,5135728,F,N,Y,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,39.0,8.0,1,1,1,0,Private service staff,2.0,39.0,1
45074,5135729,F,N,Y,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,39.0,8.0,1,1,1,0,Private service staff,2.0,26.0,0
45075,5135730,F,N,Y,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,39.0,8.0,1,1,1,0,Private service staff,2.0,17.0,0
45076,5135731,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,25.0,0.0,1,1,0,0,Core staff,3.0,15.0,0
45077,5135732,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,12.0,1,0,0,0,Laborers,4.0,19.0,0
45078,5135733,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,12.0,1,0,0,0,Laborers,4.0,22.0,0
45079,5135734,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,12.0,1,0,0,0,Laborers,4.0,50.0,1
45080,5135736,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,12.0,1,0,0,0,Laborers,4.0,34.0,1
45081,5135737,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,12.0,1,0,0,0,Laborers,4.0,37.0,1
45082,5135738,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,12.0,1,0,0,0,Laborers,4.0,29.0,0
45083,5135744,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,12.0,1,0,0,0,Laborers,4.0,30.0,1
45084,5135745,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,12.0,1,0,0,0,Laborers,4.0,29.0,0
45085,5135746,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,12.0,1,0,0,0,Laborers,4.0,24.0,0
45086,5135747,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,12.0,1,0,0,0,Laborers,4.0,20.0,0
45087,5135748,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,12.0,1,0,0,0,Laborers,4.0,18.0,0
45088,5135749,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,12.0,1,0,0,0,Laborers,4.0,8.0,0
45089,5135750,F,N,N,0,117000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,24.0,2.0,1,0,0,0,HR staff,1.0,7.0,0
45090,5135751,F,N,N,0,117000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,24.0,2.0,1,0,0,0,HR staff,1.0,9.0,0
45091,5135752,F,N,N,0,117000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,24.0,2.0,1,0,0,0,HR staff,1.0,14.0,0
45104,5135764,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,1.0,1,1,1,0,High skill tech staff,2.0,24.0,0
45105,5135766,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,1.0,1,1,1,0,High skill tech staff,2.0,23.0,0
45106,5135767,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,1.0,1,1,1,0,High skill tech staff,2.0,35.0,1
45107,5135768,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.0,4.0,1,0,1,0,Laborers,3.0,17.0,0
45108,5135769,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.0,4.0,1,0,1,0,Laborers,3.0,11.0,0
45109,5135770,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.0,4.0,1,0,1,0,Laborers,3.0,15.0,0
45110,5135771,F,N,Y,1,108000.0,Commercial associate,Higher education,Married,House / apartment,38.0,3.0,1,0,0,0,Accountants,3.0,28.0,0
45111,5135772,F,N,Y,1,108000.0,Commercial associate,Higher education,Married,House / apartment,38.0,3.0,1,0,0,0,Accountants,3.0,15.0,0
45112,5135773,F,N,Y,1,108000.0,Commercial associate,Higher education,Married,House / apartment,38.0,3.0,1,0,0,0,Accountants,3.0,36.0,1
45113,5135775,F,N,Y,1,108000.0,Commercial associate,Higher education,Married,House / apartment,38.0,3.0,1,0,0,0,Accountants,3.0,27.0,0
45114,5135776,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,42.0,5.0,1,0,0,0,Accountants,3.0,55.0,1
45116,5135777,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,41.0,3.0,1,0,0,0,Drivers,1.0,17.0,0
45117,5135778,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,41.0,3.0,1,0,0,0,Drivers,1.0,18.0,0
45118,5135779,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,65.0,6.0,1,0,1,0,Accountants,2.0,19.0,0
45119,5135780,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,65.0,6.0,1,0,1,0,Accountants,2.0,19.0,0
45120,5135781,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,65.0,6.0,1,0,1,0,Accountants,2.0,51.0,1
45121,5135783,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,65.0,6.0,1,0,1,0,Accountants,2.0,60.0,2
45122,5135784,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,65.0,6.0,1,0,1,0,Accountants,2.0,56.0,1
45123,5135785,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,65.0,6.0,1,0,1,0,Accountants,2.0,51.0,1
45124,5135786,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,65.0,6.0,1,0,1,0,Accountants,2.0,49.0,1
45125,5135788,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,65.0,6.0,1,0,1,0,Accountants,2.0,3.0,0
45128,5135789,F,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,41.0,5.0,1,0,1,0,Sales staff,1.0,51.0,1
45129,5135792,F,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,41.0,5.0,1,0,1,0,Sales staff,1.0,30.0,1
45132,5135793,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,32.0,0.0,1,1,1,0,Medicine staff,2.0,34.0,1
45133,5135794,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,32.0,0.0,1,1,1,0,Medicine staff,2.0,57.0,1
45134,5135795,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,32.0,0.0,1,1,1,0,Medicine staff,2.0,2.0,0
45135,5135797,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,32.0,0.0,1,1,1,0,Medicine staff,2.0,2.0,0
45136,5135798,F,N,Y,1,90000.0,Commercial associate,Higher education,Married,House / apartment,26.0,2.0,1,1,1,0,Core staff,3.0,1.0,0
45137,5135799,F,N,Y,1,90000.0,Commercial associate,Higher education,Married,House / apartment,26.0,2.0,1,1,1,0,Core staff,3.0,1.0,0
45138,5135805,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,38.0,1
45139,5135806,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,33.0,1
45140,5135807,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,46.0,1
45141,5135808,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,50.0,1
45142,5135809,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,31.0,1
45143,5135810,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,10.0,0
45144,5135811,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,16.0,0
45145,5135814,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,41.0,1
45146,5135815,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,51.0,1
45147,5135816,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,53.0,1
45148,5135818,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,41.0,1
45149,5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,33.0,1
45150,5135820,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,30.0,1
45151,5135821,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,27.0,0
45152,5135822,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,31.0,1
45153,5135823,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,27.0,0
45154,5135824,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,18.0,0
45155,5135825,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,15.0,0
45156,5135826,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,11.0,0
45157,5135827,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2.0,4.0,0
45159,5135828,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51.0,10.0,1,0,1,0,Sales staff,2.0,37.0,1
45160,5135829,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51.0,10.0,1,0,1,0,Sales staff,2.0,28.0,0
45173,5135841,F,N,Y,1,36000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,3.0,1,0,1,0,Core staff,3.0,36.0,1
45174,5135842,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,17.0,1,0,1,0,Laborers,3.0,24.0,0
45175,5135843,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,17.0,1,0,1,0,Laborers,3.0,6.0,0
45176,5135844,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,17.0,1,0,1,0,Laborers,3.0,24.0,0
45177,5135846,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,17.0,1,0,1,0,Laborers,3.0,0.0,0
45178,5135849,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,17.0,1,0,1,0,Laborers,3.0,18.0,0
45179,5135850,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,17.0,1,0,1,0,Laborers,3.0,7.0,0
45180,5135851,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,17.0,1,0,1,0,Laborers,3.0,7.0,0
45181,5135854,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,17.0,1,0,1,0,Laborers,3.0,51.0,1
45182,5135857,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,17.0,1,0,1,0,Laborers,3.0,22.0,0
45183,5135858,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,17.0,1,0,1,0,Laborers,3.0,13.0,0
45185,5135862,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,2.0,1,0,0,0,Sales staff,4.0,23.0,0
45186,5135863,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,2.0,1,0,0,0,Sales staff,4.0,12.0,0
45187,5135864,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,2.0,1,0,0,0,Sales staff,4.0,12.0,0
45188,5135865,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,2.0,1,0,0,0,Sales staff,4.0,9.0,0
45189,5135866,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.0,6.0,1,0,0,0,Drivers,2.0,35.0,1
45190,5135867,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.0,6.0,1,0,0,0,Drivers,2.0,27.0,0
45198,5135879,M,N,Y,1,99000.0,Working,Secondary / secondary special,Separated,House / apartment,40.0,1.0,1,0,0,0,Laborers,2.0,1.0,0
45199,5135880,F,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,33.0,3.0,1,1,1,0,Sales staff,4.0,22.0,0
45200,5135882,F,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,33.0,3.0,1,1,1,0,Sales staff,4.0,51.0,1
45201,5135883,F,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,33.0,3.0,1,1,1,0,Sales staff,4.0,52.0,1
45203,5135884,M,Y,Y,0,90000.0,Working,Incomplete higher,Married,House / apartment,52.0,9.0,1,0,1,0,Drivers,2.0,4.0,0
45204,5135885,M,Y,Y,0,90000.0,Working,Incomplete higher,Married,House / apartment,52.0,9.0,1,0,1,0,Drivers,2.0,4.0,0
45205,5135886,M,Y,Y,0,90000.0,Working,Incomplete higher,Married,House / apartment,52.0,9.0,1,0,1,0,Drivers,2.0,3.0,0
45206,5135887,M,Y,Y,0,90000.0,Working,Incomplete higher,Married,House / apartment,52.0,9.0,1,0,1,0,Drivers,2.0,2.0,0
45207,5135888,M,Y,Y,0,90000.0,Working,Incomplete higher,Married,House / apartment,52.0,9.0,1,0,1,0,Drivers,2.0,2.0,0
45208,5135889,M,Y,Y,0,90000.0,Working,Incomplete higher,Married,House / apartment,52.0,9.0,1,0,1,0,Drivers,2.0,2.0,0
45209,5135890,M,N,Y,0,216000.0,Working,Secondary / secondary special,Separated,House / apartment,39.0,2.0,1,1,1,0,Security staff,1.0,10.0,0
45212,5135893,F,N,Y,2,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,35.0,7.0,1,1,0,0,Core staff,4.0,41.0,1
45213,5135894,F,N,Y,2,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,35.0,7.0,1,1,0,0,Core staff,4.0,35.0,1
45214,5135895,F,N,Y,2,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,35.0,7.0,1,1,0,0,Core staff,4.0,41.0,1
45215,5135896,F,N,Y,2,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,35.0,7.0,1,1,0,0,Core staff,4.0,36.0,1
45216,5135897,F,N,Y,2,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,35.0,7.0,1,1,0,0,Core staff,4.0,29.0,0
45217,5135898,F,N,Y,2,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,35.0,7.0,1,1,0,0,Core staff,4.0,36.0,1
45218,5135899,F,N,Y,2,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,35.0,7.0,1,1,0,0,Core staff,4.0,29.0,0
45219,5135900,F,N,Y,2,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,35.0,7.0,1,1,0,0,Core staff,4.0,5.0,0
45220,5135902,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40.0,1.0,1,0,0,0,Sales staff,3.0,56.0,1
45221,5135904,F,N,Y,1,171000.0,State servant,Higher education,Separated,House / apartment,56.0,5.0,1,0,0,0,IT staff,2.0,34.0,1
45222,5135905,F,N,Y,1,171000.0,State servant,Higher education,Separated,House / apartment,56.0,5.0,1,0,0,0,IT staff,2.0,35.0,1
45223,5135906,F,N,Y,1,171000.0,State servant,Higher education,Separated,House / apartment,56.0,5.0,1,0,0,0,IT staff,2.0,16.0,0
45224,5135907,F,N,Y,1,171000.0,State servant,Higher education,Separated,House / apartment,56.0,5.0,1,0,0,0,IT staff,2.0,4.0,0
45225,5135908,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,1.0,1,0,1,1,Sales staff,2.0,43.0,1
45226,5135909,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,1.0,1,0,1,1,Sales staff,2.0,51.0,1
45227,5135910,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,1.0,1,0,1,1,Sales staff,2.0,8.0,0
45230,5135913,F,N,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,1.0,1,0,0,0,Private service staff,4.0,18.0,0
45231,5135914,F,N,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,1.0,1,0,0,0,Private service staff,4.0,28.0,0
45232,5135916,M,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,2.0,1,1,1,0,Laborers,4.0,39.0,1
45233,5135918,M,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,2.0,1,1,1,0,Laborers,4.0,34.0,1
45234,5135919,M,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,2.0,1,1,1,0,Laborers,4.0,30.0,1
45235,5135920,M,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,2.0,1,1,1,0,Laborers,4.0,11.0,0
45245,5135931,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,32.0,2.0,1,0,0,0,Drivers,1.0,13.0,0
45250,5135936,F,N,Y,0,101250.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.0,5.0,1,0,1,0,Sales staff,1.0,34.0,1
45251,5135937,F,N,Y,0,101250.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.0,5.0,1,0,1,0,Sales staff,1.0,7.0,0
45252,5135938,F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,10.0,1,0,0,0,Sales staff,4.0,46.0,1
45253,5135939,F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,10.0,1,0,0,0,Sales staff,4.0,59.0,1
45254,5135940,F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,10.0,1,0,0,0,Sales staff,4.0,23.0,0
45255,5135944,F,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30.0,5.0,1,1,0,0,Sales staff,4.0,7.0,0
45256,5135946,M,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,42.0,9.0,1,0,1,0,Laborers,1.0,16.0,0
45257,5135947,M,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,42.0,9.0,1,0,1,0,Laborers,1.0,17.0,0
45258,5135948,M,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,42.0,9.0,1,0,1,0,Laborers,1.0,14.0,0
